Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
c7b1d659-9c23-4d98-81d9-4f2ff226b1c9	378	0.929	164.757	43.587%	21.593	37.218%	0.19206	0.871
c7b252f1-7742-4ce2-a786-ad3196ea952b	820	0.951	282.263	34.422%	40.714	31.124%	0.12165	0.917
c7b37498-9aa2-4298-9d58-51492fd34d28	73	0.885	61.589	84.368%	10.356	47.219%	0.74551	0.87
c7bc1cb2-6fc2-475a-9a48-8f93d6332062	79	0.804	60.018	75.972%	7.605	59.567%	0.55172	0.642
c7c380a3-870c-4e1a-9768-50c72fc5f2c4	55	0.818	48.141	87.529%	6.443	57.628%	0.6773	0.746
c7c5b85e-6cb4-45d6-8092-5abb47b2841f	398	0.977	142.687	35.851%	24.953	22.764%	0.2218	0.974
c7c6c71e-2f81-4a73-ab37-b0c0c5f10135	84	0.78	65.553	78.039%	8.422	63.483%	0.55934	0.59
c7cac969-d930-4478-ba14-3604296bbe66	2	0.752	2.515	125.75%	1.002	70.852%	0.99093	0.75
c7d2dbd5-ca89-49df-879e-4e3f0bae285a	5	0.542	7.576	151.52%	1.891	84.568%	1.84568	0.508
c7d3c692-73af-4a91-9283-428fb3c6cb16	15	0.678	20.112	134.08%	3.675	73.5%	1.78041	0.636
c7d4a139-91b9-4146-a9ab-f42449cb863d	9	0.742	12.392	137.689%	2.611	72.416%	1.33053	0.744
c7dabdc3-f05e-4fac-a32d-965ed86bff04	1	0.919	1.118	111.8%	0.59	59.0%	0.81838	0.923
c7dc5791-cc76-4498-a7da-fd72982b78f4	53	0.916	34.208	64.543%	5.509	40.072%	0.59919	0.9
c7dfc587-9c76-43f7-9c1a-0d378b28b933	29	0.62	32.744	112.91%	4.78	78.583%	1.09695	0.442
c7e630d6-1bbc-4b04-a3da-d289b887cc7d	11	0.889	7.567	68.791%	2.275	47.437%	1.23726	0.883
c7e8a405-3e79-402d-962b-a663505d1895	16	0.806	16.449	102.806%	3.176	60.021%	1.34248	0.785
c7ea9890-94de-4ba8-ab33-953f252d7bce	90	0.774	76.956	85.507%	10.551	64.692%	0.65327	0.654
c7ed2f87-298a-40fd-b8f7-0161cdb94eb0	406	0.912	182.201	44.877%	24.643	41.798%	0.18854	0.825
c7ed8708-1d77-42e7-a810-4be4095c8104	31	0.719	27.904	90.013%	4.917	70.243%	1.07294	0.63
c7f10f0d-b642-4032-9412-5aecc652d161	4	0.523	5.363	134.075%	1.735	86.75%	3.2892	0.495
c7f36e30-c002-4922-9289-efa28e2877dd	58	0.842	42.556	73.372%	6.11	54.869%	0.68005	0.776
c7fdb234-8275-48da-9241-5a7a33801610	147	0.892	80.675	54.881%	11.336	46.087%	0.40956	0.826
c8001382-a678-4eef-ad62-e943c1df15d3	8	0.478	12.053	150.663%	2.493	88.141%	2.19525	0.4
c8020372-f2ee-4b24-8f2d-d8378de03530	36	0.853	27.692	76.922%	5.276	52.24%	0.7185	0.828
c808c8db-b266-458c-87d1-391868aac4b3	98	0.86	70.217	71.65%	9.247	51.058%	0.47659	0.792
c80bcbb0-a8d8-491b-9191-5d50e1e905df	69	0.905	53.706	77.835%	8.142	42.501%	0.63491	0.89
c8114a84-3152-42fd-a504-aa66f6d9f0ba	26	0.669	32.922	126.623%	5.045	74.384%	1.3229	0.59
c81d837b-f931-44f8-b6ab-9efb4483968f	84	0.814	57.6	68.571%	7.689	58.29%	0.50546	0.648
c81e89ca-89b3-482e-8e35-2fb446a2b968	88	0.831	61.987	70.44%	7.607	55.777%	0.49957	0.677
c82d7527-b274-4670-b994-44513986a817	63	0.778	51.26	81.365%	6.744	62.888%	0.60739	0.62
c82de32a-d5c8-47b5-bc82-79e7c0788c34	14	0.73	14.988	107.057%	3.116	69.676%	2.95516	0.695
c82f50b8-8ac1-43d3-9f24-01588b64bca2	1	0.481	1.757	175.7%	0.906	90.6%	2.10733	0.483
c832c78b-bfbd-4f85-9939-6419d8139d8c	75	0.825	63.635	84.847%	8.404	60.182%	0.8199	0.753
c8348d74-6c17-4f68-be3c-38eb7e5cb536	218	0.925	91.878	42.146%	12.073	38.178%	0.22679	0.847
c834f5b2-da81-4ad3-8696-37e4662425f2	220	0.893	109.713	49.87%	15.239	45.495%	0.26216	0.8
c83843e1-8cd7-4ecd-8cca-dd5e0ecf269c	184	0.905	93.255	50.682%	13.582	42.485%	0.31055	0.851
c839360a-36e5-41d0-b9ba-33579c459387	845	0.987	243.508	28.818%	35.973	16.389%	0.1178	0.985
c83c423f-0975-4b6e-8edd-1d1a5ddebc2a	4	0.743	4.126	103.15%	1.351	67.55%	1.55393	0.73
c84864e9-cd01-4352-8131-b591ff0f1a1e	1108	0.968	408.101	36.832%	65.189	25.358%	0.17641	0.96
c84c10bd-3f47-41f8-8417-0bdd6584f8a2	39	0.723	40.355	103.474%	5.707	69.722%	0.97208	0.616
c84ccdb4-6b13-47cf-b401-18cbe36bfdc8	171	0.883	128.617	75.215%	22.228	47.86%	0.49371	0.864
c8504079-01ab-464b-b237-8a28e43fde9f	9	0.653	10.405	115.611%	2.272	75.733%	1.67711	0.606
c85275fc-575c-4245-878e-70a0fca292f9	47	0.794	41.414	88.115%	5.842	64.124%	0.8517	0.715
c85379d9-5348-4405-a994-022a09a88e3a	41	0.896	31.301	76.344%	5.112	44.664%	0.80986	0.879
c8582c59-8ca2-47c5-b977-561face9c595	31	0.491	40.868	131.832%	6.707	88.836%	1.74154	0.321
c85bb073-f449-45ab-a554-95d724de9037	7	0.667	10.231	146.157%	2.538	76.524%	1.75546	0.652
c85e7461-3613-4c69-bf55-aa8e8fe191ad	141	0.843	90.099	63.9%	12.831	53.885%	0.36375	0.737
c85ff1ca-d409-4d01-8bab-4cb1a887df7a	23	0.783	27.217	118.335%	4.392	62.743%	1.29578	0.753
c864e6a7-3565-4649-b431-720ab6bb873d	10	0.733	10.591	105.91%	3.0	70.711%	1.98644	0.716
c867226c-945d-42e6-bda8-f9af7437198e	11	0.537	14.972	136.109%	3.323	85.799%	2.16968	0.478
c8681d73-cdd8-4349-b021-8b5f658cdf8b	84	0.914	54.151	64.465%	7.554	42.904%	0.52273	0.889
c86c5cca-fa12-4ce5-bf8f-cae8f1b4d026	5	0.611	5.952	119.04%	1.773	79.291%	1.99119	0.583
c86dcfa1-803c-4dd4-bbbe-a4c96cd6ab7b	7	0.652	8.252	117.886%	2.008	75.895%	1.53684	0.616
c871afb9-719e-4bff-a717-1b2af2001afa	155	0.863	104.373	67.337%	13.687	52.449%	0.43873	0.785
c873b28b-ce61-479c-9404-bb53ebf996f0	45	0.807	41.578	92.396%	5.993	59.051%	0.89104	0.749
c8745950-a645-4f0a-8c15-a5bfe1176c74	13	0.706	13.641	104.931%	3.068	74.41%	1.93195	0.67
c8755d74-d76b-44da-8a70-e00545e9de66	134	0.87	76.995	57.459%	10.808	50.837%	0.4067	0.777
c87765e4-ea35-4dca-a07b-b880e0753c89	60	0.887	45.546	75.91%	7.885	47.635%	0.68515	0.87
c8791022-4ce0-4e3c-888f-188ab5ef2899	83	0.875	60.566	72.971%	9.074	49.725%	0.65514	0.839
c879482b-cb03-46f9-83c1-c30c26991af5	21	0.724	23.663	112.681%	3.487	69.74%	1.007	0.655
c87a39ea-7a91-4762-afb3-17b89ecd93dc	86	0.945	48.352	56.223%	6.829	34.94%	0.47258	0.933
c87e3ae1-6eba-48c8-b448-950ddcc5ea50	9	0.63	10.051	111.678%	2.802	77.713%	1.74647	0.596
c8815a61-6575-4ce1-9ca9-05e73b95f0a8	1	0.74	1.26	126.0%	0.714	71.4%	0.99431	0.738
c881f065-c062-47dc-aeb4-1ffa8ac6dd13	85	0.802	64.59	75.988%	8.109	60.61%	0.55031	0.635
c893f82d-ea77-4bbb-a765-ec6da0449d3a	49	0.736	44.82	91.469%	6.001	68.388%	0.80349	0.577
c8944fd3-9e3d-4150-873d-299b378a0fb8	2032	0.985	584.929	28.786%	128.991	17.232%	0.15987	0.984
c896c955-e40f-421f-9f93-ceee9b14369d	132	0.899	79.089	59.916%	10.178	43.799%	0.42129	0.843
c89770e2-0621-451d-a2d2-08096fdde541	325	0.945	152.047	46.784%	23.532	32.756%	0.26686	0.93
c89a6daa-2a39-45b3-865a-0862dc6b2c48	97	0.892	73.941	76.228%	11.783	45.353%	0.54176	0.873
c89e87f5-bddf-4b32-8daf-643c8e9d712c	8	0.485	11.87	148.375%	2.509	88.707%	2.40172	0.415
c8a15c89-e11c-4dd0-9556-2ddd38cb0fab	26	0.815	26.445	101.712%	3.846	57.981%	0.95601	0.776
c8ab9cb0-654d-4379-86ec-a292ed5e10d5	105	0.865	70.93	67.552%	9.073	50.328%	0.43874	0.784
c8acaab4-6d1a-41df-8e5a-50eb6fd433a2	10	0.686	13.565	135.65%	2.576	74.363%	1.40239	0.658
c8acfae1-bfa2-4694-8949-a8601bb218ec	93	0.927	60.601	65.162%	10.607	37.714%	0.47081	0.917
c8ad0489-0c79-48e8-a9a1-436bb05c1e1f	34	0.812	29.489	86.732%	4.82	58.451%	0.81157	0.765
c8b59044-5648-4757-b4db-9fe40d94a383	1	0.74	1.26	126.0%	0.714	71.4%	0.99431	0.738
c8b85664-1240-4990-82cf-35c3320876f0	3	0.852	3.289	109.633%	1.064	61.43%	0.95665	0.855
c8bc75cd-1c6b-4359-9e8c-95cf701d943c	129	0.924	82.068	63.619%	12.488	38.968%	0.52673	0.909
c8be6d7e-b71d-4d5f-bc9e-ee36456bab1d	62	0.892	43.667	70.431%	9.412	45.284%	0.68862	0.88
c8c09ead-ef21-4e70-95dc-e8fb70bf2cd5	12	0.692	14.014	116.783%	3.013	75.325%	2.07821	0.657
c8c3747c-e820-407a-9ef9-5e5bf0f69ca2	3	0.589	4.688	156.267%	1.449	83.658%	3.06966	0.584
c8c47ce5-b69e-41ad-ad6c-d60e6cc72044	78	0.815	63.099	80.896%	8.783	60.608%	0.67042	0.734
c8c5086a-301f-4e12-9106-dac05ab77415	6	0.608	8.032	133.867%	2.25	79.55%	1.93879	0.582
c8c53d85-0b97-43dc-b903-385a69373e1c	1	0.611	1.662	166.2%	0.859	85.9%	1.778	0.62
c8c5efd8-71a4-49e7-ae0e-a8239f819471	3777	0.986	836.039	22.135%	221.068	16.726%	0.08153	0.985
c8c8feb3-5396-467c-afeb-bbf11701dbe4	507	0.92	222.414	43.869%	31.315	39.793%	0.19421	0.856
c8cb678b-50df-4a37-a87f-acaa26724109	98	0.935	59.144	60.351%	7.876	35.8%	0.52142	0.917
c8cfc1c7-eba1-44d1-824e-a64c61d071b5	87	0.802	69.045	79.362%	9.627	60.052%	0.63294	0.698
c8d0099d-70c3-4265-8f49-a38348314636	662	0.932	242.698	36.661%	33.502	36.795%	0.11182	0.85
c8d134e9-9f9e-43b3-aaf1-0c36d66c8513	47	0.866	37.311	79.385%	5.099	50.242%	0.65825	0.823
c8d6aaae-c17a-4e08-854a-65732f8b88b7	91	0.926	59.226	65.084%	10.533	38.132%	0.51224	0.917
c8d6b307-696c-4a83-97e0-180b77f3d7e7	201	0.778	158.989	79.099%	21.558	62.945%	0.95854	0.622
c8d8d690-9cb7-4e9d-a40e-02cb25c5df4b	63	0.89	49.666	78.835%	7.652	45.811%	0.71329	0.87
c8dad5be-714e-4920-b48a-f6b0a856400f	77	0.811	62.408	81.049%	8.042	59.448%	0.6817	0.703
c8ddcab3-1ccf-4b27-a2b7-fb603bfbb128	24	0.629	30.771	128.212%	4.398	77.746%	1.38357	0.506
c8e4b772-fdc4-4444-8c2b-c43207f1862b	209	0.873	114.196	54.639%	14.923	49.826%	0.28411	0.738
c8e4f7f7-602c-49af-ba13-f16a20ef4177	63	0.809	48.299	76.665%	6.256	58.851%	0.60946	0.675
c8e5a6c0-6aae-46f5-9830-dfb5572f524a	133	0.799	85.616	64.373%	12.009	60.732%	0.42866	0.583
c8f4ed3b-77c1-4f86-8cdd-2eec3b398d68	13	0.634	15.988	122.985%	3.017	77.899%	1.62294	0.57
c8f4f095-06d8-412c-9886-a27aec5a8a0d	58	0.936	36.055	62.164%	5.435	35.23%	0.54008	0.924
c8fd3e84-ede0-4559-993d-deb9c538993c	123	0.969	55.453	45.084%	9.312	25.058%	0.35772	0.965
c909d683-6aa0-4f09-afcd-6a8317fa4472	667	0.986	171.951	25.78%	37.595	17.036%	0.12897	0.984
c9109335-72c3-4ef0-b352-01b5fb5a72e7	203	0.943	117.838	58.048%	15.834	35.152%	0.38069	0.929
c9155bcc-a978-403b-8a46-2e84636bbbf7	15	0.702	17.896	119.307%	3.887	72.18%	1.18426	0.672
c91b3229-a81a-4266-a619-f1014fa257ff	441	0.976	150.813	34.198%	25.731	22.135%	0.17893	0.971
c91bf42d-c4cb-4133-b027-dba13b4e9d0f	371	0.946	166.408	44.854%	24.159	32.638%	0.1982	0.926
c9227d82-b261-402f-a71e-b86ee15d5182	70	0.714	60.668	86.669%	7.856	71.715%	0.73854	0.449
c92615ea-b10d-41f3-bbfd-913867f0ea03	66	0.876	53.437	80.965%	7.598	48.247%	0.69711	0.846
c92a31d2-d091-43f8-91c2-fca6dc56bf4c	130	0.915	91.527	70.405%	16.402	41.554%	0.51747	0.905
c92eaa61-332c-4e6a-953b-ac3128cd04d4	748	0.981	215.418	28.799%	37.456	19.948%	0.12699	0.978
c934f878-81be-4dbc-97aa-63e9dbcfddd3	65	0.906	52.603	80.928%	6.984	45.951%	0.69965	0.886
c93f89c3-0d4a-4520-8c42-e324d8735bcb	113	0.904	70.604	62.481%	10.035	42.985%	0.50407	0.871
c93f9ec6-5385-4513-affc-69d32985cbb0	148	0.943	77.193	52.157%	11.288	33.229%	0.2992	0.929
c941954f-f289-4af2-9907-571ad3108ee7	140	0.888	74.081	52.915%	9.5	45.92%	0.31603	0.773
c948550c-6059-47af-a814-2d3d3a098125	308	0.899	149.147	48.424%	20.085	46.102%	0.23789	0.8
c94b36ce-e4ba-4ea3-b00b-4826ed002cb1	13	0.713	15.446	118.815%	3.097	71.05%	1.75533	0.679
c94c3f15-4862-4a50-bb19-504cd55d9fd0	205	0.859	138.044	67.339%	19.456	53.531%	0.45725	0.791
c94c4ff2-5643-4d3f-a3e9-83eed57f261e	71	0.767	57.886	81.53%	7.911	66.623%	0.65233	0.616
c9640823-6949-41d4-9982-644c027c7575	16	0.706	18.715	116.969%	3.757	71.001%	1.42794	0.668
c9663377-d1ba-4afa-9f3d-413fc26daf5d	49	0.722	46.146	94.176%	6.096	69.47%	0.85426	0.547
c96ca0b4-6190-41e9-bdd8-2f17ca9d1474	58	0.853	46.503	80.178%	6.24	52.365%	0.66046	0.799
c9710e5d-f8e1-4e71-a1f0-4848ec118ab5	72	0.807	63.648	88.4%	8.844	61.322%	0.77711	0.737
c9728624-76fa-457e-aa3f-39084474af16	200	0.961	98.784	49.392%	13.719	29.923%	0.32668	0.953
c9736da0-f67c-4c87-abdb-6c76f770eb20	8	0.434	13.205	165.062%	2.55	90.156%	2.06265	0.34
c976a8c3-3fc1-4e9f-a09c-f652cca06c7d	141	0.878	78.075	55.372%	10.123	48.096%	0.2949	0.757
c97b3f96-3006-4117-a48b-8889d2b93218	27	0.909	21.349	79.07%	3.255	41.676%	0.79555	0.896
c97c0a3b-e78b-4fda-8a79-e68d42c1765f	254	0.974	154.303	60.749%	35.252	30.273%	0.37224	0.974
c97e567c-9f5c-4f1b-99b1-10ad6293bee4	62	0.905	50.427	81.334%	8.2	42.98%	0.82891	0.893
c97f9453-fb09-42ba-88d8-8bc75441309d	14	0.663	17.197	122.836%	3.002	75.05%	1.39271	0.598
c985e606-0be4-4976-89b3-cb5998fb8e73	88	0.905	60.009	68.192%	8.452	43.358%	0.5756	0.878
c990bd4e-8c94-4bea-95aa-1e455606c23c	133	0.954	70.753	53.198%	10.335	32.698%	0.48185	0.946
c993e286-b313-403f-b153-9c6ccb8d5a64	19	0.791	20.758	109.253%	3.822	61.201%	1.08519	0.765
c99a44ba-6b2b-4e8b-98b1-f3f8b40f044c	38	0.684	47.88	126.0%	7.191	77.543%	1.29584	0.612
c99c1bfc-3d58-405b-bf72-bf5bc9571f6c	350	0.966	131.545	37.584%	30.096	25.698%	0.18597	0.963
c99ec1f7-f635-4de5-8abc-8d7a790f6944	67	0.915	46.009	68.67%	6.534	42.089%	0.58425	0.896
c9a13f7c-8b04-4a64-9e32-f5f12be18811	1	0.247	1.891	189.1%	0.969	96.9%	2.91134	0.227
c9b4dd70-4e82-4cb3-a72c-7990118fa33d	170	0.898	92.74	54.553%	11.475	45.501%	0.33312	0.81
c9b9c958-6b92-414b-bf41-9835a5752200	116	0.83	75.684	65.245%	10.148	57.637%	0.43041	0.682
c9ba6eaa-4d5d-4e58-8d1a-6eb032c02d27	112	0.919	60.722	54.216%	8.21	39.778%	0.3781	0.883
c9bc7ccd-e3e7-417a-beca-c1ed91c33975	66	0.806	48.838	73.997%	6.598	60.74%	0.57213	0.673
c9bcf459-6867-4617-9879-3ab3555c2fe7	94	0.883	57.372	61.034%	8.056	46.984%	0.48261	0.825
c9c0e342-fb97-41de-bc72-d1ac9df5c22f	13	0.799	12.549	96.531%	2.691	61.736%	1.46547	0.777
c9c0f4d7-9bb1-4dd1-9d69-12c1c6f1dcde	19	0.732	19.484	102.547%	3.406	68.12%	1.20925	0.674
c9c78e71-942a-45bc-a4fd-bbf7cec8c23e	1064	0.976	308.561	29.0%	53.422	23.408%	0.12919	0.969
c9c8836c-2486-4fa3-b7e8-0c961a9397ac	24	0.741	25.643	106.846%	3.838	67.847%	1.18642	0.67
c9c97ac9-97ef-41ba-bda3-8b21fd75ebfb	110	0.967	52.304	47.549%	9.285	28.959%	0.54255	0.963
c9cd5d72-10f8-415d-a7c0-d87afa3e7a33	129	0.979	54.156	41.981%	11.103	24.625%	0.48633	0.978
c9cefda3-5680-4916-b244-fa0a5d38c465	63	0.916	48.799	77.459%	7.508	40.189%	0.59881	0.904
c9d0fe48-6fdc-45ab-925d-00ccefbd0800	25	0.812	21.003	84.012%	4.621	60.16%	1.25436	0.788
c9d23e03-a7e4-45af-8dae-feb35055bf62	62	0.89	46.95	75.726%	7.29	45.923%	0.66844	0.869
c9d28e88-3149-4e64-bd3c-8d46ea98a159	6	0.568	7.498	124.967%	2.336	82.59%	2.32268	0.54
c9d4f981-bcd8-4b9c-8c06-f90691e8453a	241	0.964	97.999	40.663%	22.954	26.631%	0.23224	0.961
c9d73d5e-285d-4e6d-acb0-916f727fe2b7	152	0.898	79.913	52.574%	10.367	44.045%	0.28935	0.811
c9dbcebe-ac6d-4b4f-a43e-ba8d27c9d9b6	17	0.718	19.303	113.547%	3.342	69.686%	1.22945	0.666
c9de64c8-32d7-4781-9ef1-809f7e114faf	54	0.85	44.313	82.061%	5.77	52.673%	0.60396	0.793
c9e223e0-1c3d-4449-8f1b-f45fa31ac597	38	0.865	36.83	96.921%	7.055	50.393%	1.57138	0.853
c9e7437f-6e1f-4419-a0da-6de7280ccf3f	64	0.763	51.432	80.362%	7.361	66.104%	0.73995	0.619
c9ea5f00-e813-48f4-853d-755505ac1883	9	0.625	10.659	118.433%	2.627	79.207%	1.82697	0.585
c9eaee38-a0d1-4f16-b54c-cd8e25a03401	256	0.877	129.035	50.404%	17.256	48.045%	0.24282	0.717
c9ed62ed-f973-4acd-8d0f-8d735ef64c47	37	0.801	31.79	85.919%	4.864	60.33%	0.86845	0.737
c9f0de9f-bdd4-46a5-8553-9b7f912cc049	79	0.788	65.448	82.846%	8.936	61.518%	0.64423	0.673
c9f57b0d-074b-4d79-a134-08d401e672d0	80	0.942	50.344	62.93%	6.637	33.608%	0.49912	0.93
c9f6dd7a-0216-40b8-b277-b7abcf2daa96	267	0.885	144.388	54.078%	27.181	46.955%	0.26807	0.851
c9f7252b-3a30-4ae7-8677-cb8c223c8bb1	85	0.735	74.041	87.107%	9.222	67.801%	0.6148	0.478
c9f981b7-705b-45d5-92b8-addcf7868139	15	0.883	10.487	69.913%	2.29	47.75%	0.76697	0.869
c9fbb3ba-6846-4879-ae73-9218f75651c0	195	0.978	77.97	39.985%	12.945	21.4%	0.2637	0.975
c9fbdb18-81df-48d6-9bdc-14fd8d7aedea	29	0.744	29.993	103.424%	4.579	66.792%	1.04375	0.672
c9fc07cd-3bf3-405f-ace9-9de26c16860c	26	0.765	26.751	102.888%	4.421	65.184%	0.98789	0.719
ca00c210-42e8-43f5-99f8-3f503bacbbb7	33	0.884	28.37	85.97%	4.622	46.929%	1.02204	0.868
ca04b183-3d7d-4966-bd68-500e9eadbe55	1111	0.982	310.429	27.941%	75.113	20.247%	0.18488	0.98
ca08a1fa-4238-471a-843e-908596405026	52	0.883	40.019	76.96%	6.458	47.87%	0.91497	0.861
ca0d246d-ef57-4eaa-833b-2fe32b96208b	78	0.861	49.158	63.023%	6.152	51.267%	0.43869	0.739
ca0ef734-1f5d-4aca-b436-4457938e0721	40	0.819	35.853	89.633%	5.758	57.58%	0.86564	0.779
ca0f9753-06f1-496e-bf54-1c5b09ebfa9d	16	0.897	10.517	65.731%	2.797	45.373%	1.15246	0.889
ca1344a2-271c-4e86-9d9f-898cbdc1745d	136	0.847	103.887	76.388%	15.803	53.091%	0.55409	0.8
ca158add-fe07-4ea9-ab05-469d6b59d1a9	49	0.952	30.491	62.227%	4.771	30.606%	0.56309	0.947
ca161f82-48c8-4243-9dae-9efcfc27e8df	41	0.821	40.608	99.044%	5.425	57.505%	0.92204	0.773
ca16ba46-fd07-4438-991c-7dd08efec0e7	48	0.835	44.844	93.425%	6.042	56.099%	0.88553	0.789
ca1a3f89-6b23-414f-b8ba-dda806e58eef	12	0.713	13.497	112.475%	2.624	70.129%	1.5788	0.67
ca1dcdf4-abd7-4052-9a7e-17f6cf09bff9	527	0.963	261.996	49.715%	44.206	32.787%	0.35594	0.959
ca20e40c-708d-43e1-a0b2-05eb71baf5bb	52	0.723	53.259	102.421%	6.768	69.076%	0.84199	0.571
ca223a9a-5bcb-40f3-8c45-51afd24641a2	4	0.569	5.689	142.225%	1.649	82.45%	2.05489	0.544
ca22b508-1480-40da-a086-530e9342b017	35	0.818	34.332	98.091%	4.784	57.593%	0.96652	0.77
ca2412c8-f0db-4b88-a7c5-54d4c0bfabf8	19	0.747	20.193	106.279%	3.467	66.722%	1.29853	0.699
ca2a86f4-1ceb-4c00-b013-dd4981dc549a	229	0.94	100.303	43.8%	14.758	34.34%	0.23247	0.915
ca2e058f-2f51-4d30-ae2f-ec9f326f665f	1328	0.981	406.893	30.64%	95.764	19.619%	0.11866	0.979
ca2ff0f9-f1a3-4464-87eb-6e62887523a1	76	0.804	62.321	82.001%	7.949	59.58%	0.6171	0.683
ca353f68-367d-4624-96ed-3a36e23d9aa5	24	0.75	28.461	118.588%	4.485	67.614%	0.99332	0.713
ca3d8983-d9c8-40c8-9d46-b1fcc2928639	115	0.927	67.913	59.055%	9.764	38.386%	0.47341	0.908
ca3ec2ce-9a6c-4564-8fff-1e135a43c329	120	0.862	69.371	57.809%	9.532	50.662%	0.40875	0.745
ca40eda9-750a-41af-9b7a-dfdc6efb7145	118	0.878	82.112	69.586%	11.723	52.012%	0.56623	0.836
ca5a48e0-469b-4460-af71-979021dbcfc4	179	0.966	81.767	45.68%	11.642	25.922%	0.30652	0.959
ca5bad7a-21bc-4187-a040-35efdf4a2b21	723	0.927	315.931	43.697%	42.179	38.406%	0.17863	0.868
ca61a613-a530-473c-9459-7dfbb868be8c	76	0.922	47.469	62.459%	6.938	38.785%	0.44851	0.903
ca656ad9-cb41-490a-9f6e-3b308b640a94	53	0.769	51.407	96.994%	6.679	63.973%	0.91096	0.664
ca69652d-00d6-49ff-9db7-b6681c3dc08d	21	0.855	16.064	76.495%	3.849	51.9%	0.87605	0.84
ca6afb28-ee18-4059-a15a-70a1a8a1a68b	23	0.769	25.406	110.461%	4.731	64.985%	0.97857	0.741
ca6c0cdc-6684-47bd-be80-7c2a570499bc	142	0.823	93.003	65.495%	12.514	57.358%	0.44908	0.66
ca6c5a9e-46cb-4caf-803e-6788f4ab67d4	142	0.838	90.584	63.792%	11.96	55.05%	0.40341	0.687
ca714d19-f1b9-456b-b1ad-d9e97feeb87a	20	0.821	22.124	110.62%	3.383	58.018%	1.12213	0.795
ca727e51-9d6c-4556-bf4e-4aa439e214ff	162	0.9	103.28	63.753%	15.773	44.26%	0.39523	0.872
ca760ad9-3a17-4595-8b30-1f673516145c	347	0.93	135.562	39.067%	17.798	37.315%	0.15428	0.842
ca7871eb-1869-4dc0-adb6-fcf7d1365b5c	7	0.518	10.239	146.271%	2.262	85.496%	1.97611	0.46
ca7975a5-b966-488e-a5d5-f2488766ebe8	78	0.896	58.318	74.767%	7.376	44.398%	0.58989	0.863
ca79db6e-a515-4c5a-8fbb-997a5fe601b2	27	0.642	29.851	110.559%	4.912	76.713%	1.13371	0.527
ca7abd3e-e510-4ede-b40c-1ba4e2e09718	754	0.968	289.382	38.38%	76.879	25.132%	0.16227	0.966
ca7b6267-29c1-458a-a3f2-07b74dd30dc0	7	0.679	8.935	127.643%	1.981	74.875%	1.34119	0.653
ca7c95d3-6178-4f1e-a760-213d008cfa59	21	0.704	23.197	110.462%	3.788	75.76%	1.41624	0.635
ca7d3e79-b181-4d18-8681-370fc9411e3a	11	0.807	10.202	92.745%	2.287	59.05%	1.10807	0.787
ca7e11b5-39c8-4cee-9834-c073d5ecdb8a	428	0.982	139.014	32.48%	25.807	19.446%	0.17654	0.98
ca81d4b9-e4d0-470d-8f10-81f8f454506d	309	0.886	151.281	48.958%	20.646	46.528%	0.238	0.754
ca831040-5eef-4f3b-aef4-5f84f247cd6a	64	0.914	46.657	72.902%	7.693	41.358%	0.74605	0.901
ca8d9f1c-a098-476a-b5ef-f63e40e3b571	45	0.772	38.501	85.558%	5.005	64.082%	0.7859	0.626
ca8efa0a-0811-4f86-98dc-a75bd98ba062	7	0.837	6.734	96.2%	1.709	56.967%	0.91849	0.828
ca8ff8ef-bc80-467d-8e40-529b966fb578	25	0.684	25.172	100.688%	4.868	76.025%	1.38354	0.617
ca90742c-bacb-4cd2-a37d-53aaad9fe028	26	0.722	27.857	107.142%	4.173	69.55%	1.19382	0.638
ca930333-84a6-4aaa-ba78-da51f5052ef3	8	0.848	7.215	90.188%	2.167	54.175%	0.93564	0.841
ca98d586-a7ff-497c-bd8e-22ad96c81888	122	0.954	61.12	50.098%	9.711	29.997%	0.3354	0.946
ca99012e-7569-4165-84d5-8823717bd924	51	0.721	50.613	99.241%	6.556	69.493%	0.88353	0.561
caa00c9f-f1b3-447b-8497-cac83c91b56c	88	0.8	64.728	73.555%	8.901	60.564%	0.57436	0.658
caa3a73b-0483-45ad-9cfa-24071dfc751b	238	0.89	121.312	50.971%	15.562	46.376%	0.24575	0.761
caa4288b-1b71-46db-a6c6-bddcd448d8e1	79	0.981	33.877	42.882%	6.161	19.319%	0.35951	0.98
caa5b59e-bb1b-4462-9449-65a67b7809b2	155	0.974	64.53	41.632%	11.293	22.923%	0.26411	0.971
caa62b6e-f021-453e-95b9-2fc65ba4fc92	312	0.987	84.963	27.232%	16.693	16.218%	0.17309	0.986
cab02383-d9ca-44bc-b585-413166938bdf	19	0.861	16.379	86.205%	3.151	53.262%	1.33962	0.845
cab444c3-aa24-42f6-b3ed-c4fa5ebe721a	16	0.632	22.45	140.312%	3.819	77.955%	1.79081	0.571
cab639eb-401b-41f1-9955-2095f37fe5cf	1	0.358	1.893	189.3%	0.957	95.7%	2.92459	0.396
cab6d16e-d7e2-4624-bb9d-3f17f5e5c3fa	17	0.584	24.273	142.782%	3.725	81.286%	1.58005	0.484
cab7cdf3-dc9d-45ed-b54e-f26f6bbfed45	5	0.5	8.068	161.36%	1.953	87.341%	2.24998	0.464
