Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
74ef057e-56f4-44a9-9551-5863761ff962	34	0.727	39.408	115.906%	6.303	71.367%	1.18673	0.672
74efc1a1-19a1-4273-b647-ea768f022e7d	31	0.729	31.48	101.548%	4.889	68.46%	0.95738	0.647
74efc50b-60fb-4f39-870b-bd8b77660152	69	0.794	55.34	80.203%	8.219	61.091%	0.73823	0.704
74f3593f-f3cb-4aa2-ad13-1d68b340c4d3	113	0.949	69.243	61.277%	10.236	31.574%	0.51215	0.941
74f96e4c-4930-4519-9261-a1d8ec3340db	5	0.475	8.48	169.6%	2.33	88.066%	2.93174	0.443
74fc5fa4-83d2-41f0-a505-52ccc74b1f72	23	0.844	21.453	93.274%	3.372	53.995%	1.01219	0.816
75047559-01f2-4146-95a8-ae679491df62	22410	0.981	6239.344	27.842%	1508.003	19.393%	0.09892	0.98
7505096f-3f5f-4faf-9ddd-9a8b47195e41	75	0.9	55.49	73.987%	8.181	44.967%	0.65517	0.879
75056ddc-cf77-47a3-b0c6-c9431d6caf02	14	0.891	8.229	58.779%	2.321	45.519%	1.06235	0.881
751384c2-b5ee-44a2-9d56-b4ae7130e688	162	0.845	105.345	65.028%	15.168	54.171%	0.40049	0.755
751739ef-0118-4ad3-99e7-4e7c2e368c26	91	0.78	64.42	70.791%	8.884	64.622%	0.523	0.576
751d36c8-f678-48e4-a3f1-5e2db158d9eb	36	0.834	35.134	97.594%	6.879	55.796%	1.2751	0.817
7525468d-9e54-4e92-bc04-a8938966633e	365	0.959	119.976	32.87%	17.044	28.466%	0.12245	0.932
752e968f-fede-424b-a3f5-95936c033271	409	0.937	181.271	44.321%	28.679	36.004%	0.23876	0.914
752f36d8-d9f5-46c3-9a7c-a278c6e33c6f	12	0.697	13.133	109.442%	2.712	72.481%	1.26574	0.653
752f9930-d7ef-4b1e-a199-36e69a8fb6cc	25	0.682	26.396	105.584%	4.274	74.401%	1.32008	0.587
75319fc1-f32d-4393-886b-ec3df3344485	279	0.967	104.65	37.509%	23.773	25.583%	0.19271	0.964
7539b204-4f7e-4898-9447-2db28a121f19	13	0.88	10.933	84.1%	2.983	49.04%	0.69335	0.875
7540a783-59f1-4c6c-920f-3de0dab128a4	947	0.969	384.728	40.626%	78.78	24.634%	0.19486	0.966
754193ef-252a-4e6e-a409-fd18e5c204f8	59	0.788	50.713	85.954%	6.833	63.171%	0.73809	0.682
7543a2a3-74c9-4dae-b8bc-dca72b742866	209	0.852	112.253	53.71%	15.141	52.398%	0.2886	0.631
75456930-02fb-4620-ac60-dbbe03c0a454	23	0.777	25.067	108.987%	4.547	63.671%	1.2803	0.747
7546aa3d-48eb-4301-8b1b-ea29ccd4ab4c	17	0.761	17.451	102.653%	3.404	65.51%	1.34871	0.727
7547458e-c0f7-427b-a791-2671bc909802	12	0.802	13.318	110.983%	3.258	66.504%	0.96433	0.804
754b7caa-5734-477c-9467-b972efef49be	799	0.97	264.875	33.151%	45.404	24.498%	0.14985	0.963
7551f5ee-3f44-46f9-b94d-51921d2653c8	407	0.935	162.999	40.049%	23.816	35.634%	0.14716	0.892
75521f74-aa93-465c-9635-7e268ad1dd48	127	0.958	55.4	43.622%	10.339	29.492%	0.37391	0.951
75539c46-e6ad-4742-9e82-f97141295c72	97	0.942	50.703	52.271%	8.88	34.383%	0.40902	0.932
7553a03c-f752-49ca-ab9a-5f8bf00a1fee	88	0.828	74.553	84.719%	10.676	56.742%	0.76347	0.772
7553b231-c2f9-4a3d-ad1d-57532d083fed	10	0.591	12.008	120.08%	2.593	81.998%	1.9669	0.529
75554d8d-cb8c-495b-9749-349731add27a	63	0.752	56.5	89.683%	8.152	68.17%	0.78502	0.641
755607a3-3fb2-40b8-979c-8445eaa8b1a7	65	0.93	44.719	68.798%	6.615	38.384%	0.65589	0.918
7556e38c-0e62-4e60-b3c0-374344137dc1	187	0.926	104.031	55.632%	14.914	40.727%	0.3694	0.902
755b1ab7-7817-4323-b2eb-3aa675a2aa2d	9	0.42	14.529	161.433%	2.725	90.833%	2.04669	0.305
755ca174-3931-449a-883c-7ce6be259a38	3194	0.956	1467.003	45.93%	501.343	35.094%	0.19101	0.955
7562ce30-0865-435a-b563-6a21dd8eeb6d	6	0.771	6.858	114.3%	1.874	66.256%	1.37006	0.761
75651d86-1a6c-4e24-8194-e9394f4bcfc9	87	0.854	59.89	68.839%	7.856	52.142%	0.50213	0.766
756662ed-49fc-485e-b405-1319adfc2e41	136	0.943	74.503	54.782%	9.981	33.344%	0.37867	0.927
756aa867-40b1-4458-8ede-ad332ec7c3f6	676	0.993	149.378	22.097%	27.293	11.883%	0.12037	0.992
756bffff-78c8-483b-9d7a-dbd85873a69d	57	0.813	42.393	74.374%	5.746	58.953%	0.72813	0.694
756cad6b-1679-40db-9611-0fa71d1e62bb	57	0.729	55.072	96.618%	7.806	69.267%	0.90407	0.609
75749f7d-aa0b-4fc5-bd8e-c61d283bfe0f	15	0.533	21.856	145.707%	3.719	85.32%	1.81857	0.435
75865e14-7f1f-4def-be8c-3d63b436de11	21	0.489	30.139	143.519%	4.37	87.4%	1.44787	0.269
75880bf1-1fc2-480a-8a45-7335f7d06c80	32	0.873	26.461	82.691%	4.255	50.146%	0.76488	0.853
75887725-1bf2-4895-96d0-9d7093080233	775	0.947	279.344	36.044%	40.746	32.446%	0.11508	0.912
75916aa3-0a4c-4dc5-b2d4-46d1844a0e34	25	0.585	31.71	126.84%	4.46	82.82%	1.32594	0.419
75924c24-5f03-4257-a35c-ace486b7a2a9	525	0.959	202.716	38.613%	40.707	30.099%	0.22322	0.952
75981c03-7c94-489f-bff8-4f791befaa2c	26	0.707	28.827	110.873%	4.594	70.887%	1.23722	0.633
759ab7d8-c3a4-4c7b-b5a9-8009f4e274b6	78	0.902	64.387	82.547%	10.036	44.267%	0.6319	0.889
75a3ee1b-aa06-44be-878b-72db1a65e434	55	0.921	34.039	61.889%	6.496	39.607%	0.5793	0.91
75a93ebd-dd23-49f0-a50d-3a6510e9dee5	67	0.792	53.024	79.14%	6.521	61.344%	0.63853	0.612
75b37359-9796-4291-bfb0-5dcd60fabb7c	91	0.902	60.405	66.379%	8.688	44.164%	0.42152	0.875
75bb6693-411b-47a5-bc99-b8489e53c0e5	1	0.925	1.335	133.5%	0.681	68.1%	1.1015	0.939
75bba8e3-8440-4932-94e0-827f4ce24784	13	0.57	17.13	131.769%	3.188	82.314%	1.56903	0.486
75c3cd49-668e-48c5-bd03-eaa9059a6d56	109	0.945	66.325	60.849%	10.24	33.24%	0.44348	0.937
75c56f80-6b2a-41cd-b436-8ff6ececfbbd	48	0.72	46.013	95.86%	6.105	71.948%	0.94408	0.561
75ccc247-f809-4790-84ff-f3867f46ad0a	25	0.698	31.732	126.928%	5.247	72.073%	1.43743	0.646
75cde6b4-0a91-4b52-aec6-372381203253	334	0.971	129.364	38.732%	24.293	23.916%	0.20925	0.968
75d51af7-14b3-442c-9366-ae6523b3930d	40	0.831	31.632	79.08%	5.031	58.484%	0.89488	0.783
75e1ac27-3e4f-4e9d-ac25-ff478b2feb29	150	0.934	81.046	54.031%	11.412	36.197%	0.36154	0.913
75e36410-1106-47fb-bd79-7ee9120eeaa0	117	0.82	82.657	70.647%	11.153	57.748%	0.52192	0.691
75e9415a-de98-4ffc-9f53-428f764da782	56	0.953	35.013	62.523%	6.156	31.092%	0.58792	0.949
75f41158-1efe-48b1-80f7-0ad8b6466da5	34	0.801	31.383	92.303%	4.888	61.1%	0.97868	0.75
75f4313c-38ab-43da-8459-3c443d0ca349	65	0.936	42.08	64.738%	6.298	35.828%	0.61127	0.926
75f9e508-d6ab-4f2b-aa1b-98a4008aeaf5	6	0.81	5.368	89.467%	1.458	59.523%	0.64185	0.797
75fbc5c6-8acd-4cd8-8e13-fabf156bfed0	29	0.863	22.667	78.162%	4.135	50.517%	0.86963	0.841
75fc1b7e-37cd-4c18-adcd-744e62449cd5	51	0.929	34.595	67.833%	5.708	37.394%	0.83253	0.919
75fd74cf-5b66-4552-be21-48406281718a	71	0.836	53.403	75.215%	7.887	57.068%	0.59312	0.774
75ff7d66-48f1-42ef-92d0-83f508aba0e1	38	0.804	32.857	86.466%	5.044	59.444%	0.87454	0.744
7614b2b9-35fe-432d-85f0-74933b740ab1	68	0.704	62.517	91.937%	8.707	72.558%	0.85247	0.519
761569a8-eb45-45d0-8e99-48b2abefb9f0	95	0.867	64.462	67.855%	9.684	50.008%	0.52654	0.819
7615e561-65b1-44f3-914c-c23c4a3418a9	11	0.76	12.512	113.745%	3.118	65.015%	1.78586	0.744
7616de77-735e-42ee-8922-a06501489b11	37	0.75	36.341	98.219%	5.492	68.12%	1.10326	0.671
7618e6c1-d576-444b-9c61-9139844ac3ef	43	0.821	39.203	91.17%	5.505	57.708%	0.99227	0.769
76191383-e939-4122-9134-9a42435e4aa3	110	0.918	67.951	61.774%	11.429	42.653%	0.55365	0.902
7625eb29-dc73-4d38-8c51-7e027e066b99	109	0.918	68.078	62.457%	10.29	39.724%	0.40954	0.899
7627da23-a7f5-480e-8931-df7ae9a4102a	21	0.666	23.845	113.548%	3.817	76.34%	1.35359	0.575
762d7f76-6c30-41b7-8bd5-b1098341744e	163	0.83	98.578	60.477%	13.94	56.03%	0.36581	0.667
762daebc-5c06-422c-a1ba-36d826578489	408	0.973	152.438	37.362%	27.897	23.557%	0.18935	0.969
76315a89-fa58-43d6-be21-183c3ff24b3e	413	0.989	126.285	30.577%	18.88	15.218%	0.21086	0.988
76318b6d-abc4-4c72-a037-ba187d3653c8	80	0.828	66.763	83.454%	9.856	58.077%	0.69331	0.776
7635407f-e8f3-4f06-9865-e86204f4a1ef	69	0.834	51.922	75.249%	6.883	55.286%	0.5654	0.744
76364f53-73b4-477d-9cfa-e48944a15976	1	0.988	0.657	65.7%	0.345	34.5%	0.39828	0.989
76366a9b-d84a-4b74-9c92-1157f3a19de2	136	0.796	91.051	66.949%	12.025	60.735%	0.45606	0.541
763a80e0-7200-4058-aca6-65dd52d30de7	281	0.93	138.19	49.178%	20.783	36.768%	0.24307	0.905
76488f14-85bb-42e5-b946-eb0531806430	27	0.918	20.877	77.322%	4.204	44.562%	1.17669	0.911
7649191a-1cc7-4936-907e-9e6f9e0529bf	315	0.916	139.271	44.213%	20.067	40.239%	0.19367	0.853
764a3a8c-3c3d-44d6-b05c-a553162fd675	52	0.782	48.211	92.713%	7.259	66.825%	1.17363	0.716
764acd3a-efc3-4745-acdd-469b273ead3a	14	0.389	22.485	160.607%	3.475	92.873%	1.83708	0.166
764d5697-66d7-4ece-b864-e7d8cb005343	41	0.735	38.587	94.115%	5.353	68.538%	0.95927	0.605
764fef5d-a44d-49cc-9308-1363b2716a34	181	0.928	96.045	53.064%	13.156	37.345%	0.3226	0.899
765198d2-efa3-4fe3-8188-2b2adc7c575b	220	0.976	83.438	37.926%	12.65	21.618%	0.2719	0.972
765449dc-dbac-45e8-a1fd-e892f5751912	56	0.889	38.776	69.243%	5.818	46.883%	0.64018	0.859
76577fc2-ea95-4f6b-814c-1c9e42108667	1	0.891	1.257	125.7%	0.656	65.6%	0.99024	0.898
765e75f2-3759-46bf-b046-f10828e487ed	87	0.877	66.151	76.036%	9.092	48.392%	0.59755	0.838
76643a4b-299d-41bf-9c7a-e1f8a5a9cb21	835	0.975	276.96	33.169%	45.867	25.315%	0.16869	0.97
76645ca9-d727-4c68-baf0-c6ba9caf333b	46	0.678	48.53	105.5%	6.822	73.564%	0.97595	0.523
7664eaf2-454b-4708-8fb9-52791197e5db	79	0.948	49.403	62.535%	7.316	32.301%	0.52498	0.941
7665285a-8991-4879-9c7e-372d07516f39	195	0.947	103.644	53.151%	15.479	32.185%	0.31242	0.936
76658c03-d6a8-45e3-9a60-9d628adc755b	5	0.68	5.876	117.52%	1.647	73.656%	2.01854	0.659
76691b52-1a8e-48ef-83cc-0e45f31c1a32	107	0.744	80.23	74.981%	11.475	66.81%	0.57196	0.502
766a1d6c-d14c-498a-8e7f-ee92f963cf36	52	0.817	40.476	77.838%	6.086	58.028%	0.77491	0.745
766b1c58-7abc-416f-b597-e7b97c74c09b	1	0.611	1.662	166.2%	0.859	85.9%	1.778	0.62
7670bd15-6e51-4797-b514-edc29e2bb1be	59	0.878	49.968	84.692%	7.603	47.8%	0.67508	0.856
7671567c-9c49-46cf-86cf-601dd0994151	37	0.859	32.196	87.016%	4.606	51.178%	0.94174	0.826
7674b68b-19da-43f1-82fb-0301e64f1184	21	0.803	21.01	100.048%	3.822	59.69%	1.10623	0.774
7682e0ce-e404-4c3e-acd2-126d5c7f57e9	49	0.827	40.428	82.506%	5.96	56.57%	0.68776	0.77
76849158-f546-4979-8f05-873332b882c5	23	0.955	14.498	63.035%	2.879	33.696%	0.50852	0.954
7685c91e-b31b-44b3-b877-5c322943620c	97	0.936	67.97	70.072%	10.488	35.415%	0.55408	0.928
768808f3-252d-43f0-94f1-f760ed86fa5f	32	0.717	34.299	107.184%	4.999	70.697%	1.2146	0.624
768ad713-cad3-4fbf-84b6-41974aabb872	77	0.979	35.815	46.513%	7.482	21.809%	0.61984	0.978
76901e0d-2192-4a5c-b447-53b96a2de969	72	0.805	57.277	79.551%	7.324	59.405%	0.57058	0.673
76952995-37c4-4dd5-b4da-d75e0fcba55f	6	0.641	9.585	159.75%	2.742	79.155%	2.36355	0.632
76959ed5-f010-42ce-94e3-05262344dde2	9	0.792	9.56	106.222%	2.519	61.095%	1.86021	0.779
769c36d6-fe1b-461b-8eef-9cb26ffe09f5	23	0.623	31.737	137.987%	5.371	78.344%	1.66808	0.555
76a0fe52-63a8-4d15-b7e8-d1e4baddce49	259	0.932	126.478	48.833%	19.134	36.48%	0.2748	0.908
76a1ea5c-acda-49ae-bbf7-bd6a3be1be4d	11	0.447	17.02	154.727%	2.976	89.73%	2.01979	0.316
76aba3c0-a81a-4f85-abe9-e02484fdf857	38	0.917	29.379	77.313%	5.652	40.79%	0.85976	0.91
76ae87ec-d9e8-457e-9d6f-1a8ac1e4a405	66	0.934	50.139	75.968%	7.732	39.355%	0.85747	0.927
76b319c6-d768-41fe-b86f-d487ee81c9bd	42	0.792	36.345	86.536%	4.809	61.074%	0.7153	0.686
76b7d598-345b-48af-94e6-13fef63e3046	8	0.676	11.907	148.838%	2.839	75.875%	1.8563	0.662
76b8f417-87f7-491c-9a8f-ada35e42e11d	63	0.895	44.968	71.378%	6.729	45.061%	0.67095	0.87
76bcde92-fdb7-4ef7-a10c-e07b5d3060eb	393	0.936	145.641	37.059%	21.415	35.354%	0.14141	0.883
76bf0fe0-8189-4866-a169-21184b8e8f30	3	0.845	2.855	95.167%	1.005	58.024%	0.73542	0.842
76bf9f5d-607c-4b00-9921-88ee1665e773	195	0.952	96.14	49.303%	15.681	30.783%	0.28468	0.943
76c3324e-2685-432b-9b7d-0fa137cb4057	25	0.825	21.286	85.144%	3.629	56.675%	1.1673	0.788
76cd4b1f-92fa-47cd-92a8-f76ebd5fa39c	4	0.616	5.795	144.875%	2.002	81.731%	1.37281	0.609
76cd67a1-6f3f-46a2-b7e3-e7ffed7258ae	197	0.977	84.157	42.719%	16.887	28.548%	0.3638	0.976
76d157a1-b578-4c53-b980-9847562afdf8	73	0.764	74.617	102.215%	11.757	64.622%	0.8723	0.707
76d20ba1-e460-4567-844f-4fc4db481838	21	0.723	23.241	110.671%	3.59	69.09%	1.20072	0.652
76d4f9aa-6154-4c8c-b49f-846489bf408f	157	0.855	98.231	62.568%	13.526	52.373%	0.41536	0.754
76d6c811-c89c-4a04-bf62-c1bb82f27d8c	19	0.689	22.335	117.553%	3.527	73.543%	1.47633	0.615
76d82d10-6ac3-4249-a7da-99745e7d6725	13	0.631	15.905	122.346%	2.798	77.603%	1.38331	0.551
76da3517-06c5-4d52-ac27-c8c5616e24bd	250	0.987	84.248	33.699%	12.264	16.353%	0.19933	0.985
76db8b77-6569-410b-8222-ed6368530809	26	0.848	23.017	88.527%	4.471	53.439%	1.0127	0.829
76dbed00-98fe-4323-9cdd-1ac9b8ed004e	338	0.985	123.911	36.66%	25.229	17.44%	0.29912	0.984
76dce8cc-38ff-4ddf-8272-0e405d82f63a	273	0.935	115.564	42.331%	15.31	35.779%	0.18793	0.885
76dd187e-cdff-45a2-afbc-175204f1fb90	111	0.826	74.326	66.96%	10.962	56.608%	0.52276	0.721
76dec9f9-866c-4ace-9ed7-f63c580b1c39	39	0.847	36.46	93.487%	4.962	53.198%	0.84243	0.81
76e22c9a-d70a-4520-8a51-cd27c055ad7e	10	0.576	14.1	141.0%	2.593	81.998%	1.47501	0.507
76e9aac4-95da-427f-bfe1-858f1539a49e	15	0.689	18.786	125.24%	3.161	72.518%	1.5673	0.633
76f348d0-6754-4753-9786-55166ca1237f	54	0.738	47.475	87.917%	6.273	68.444%	0.85563	0.555
76f7c595-6b1a-47d5-9504-c94d63809d5a	237	0.963	100.106	42.239%	14.231	27.423%	0.27396	0.953
76f8e561-5b30-437d-9436-7bca3f7fe91c	87	0.911	62.812	72.198%	8.992	42.063%	0.54806	0.893
76fb3ed7-96c6-497f-8a8b-3253c0d2f3da	401	0.946	147.484	36.779%	22.062	32.392%	0.14513	0.915
77008958-ed5b-4c26-99e3-56cf22445ac4	8	0.499	10.641	133.012%	2.548	90.085%	2.58508	0.439
77045aee-061f-40ed-8626-c786c44d961f	39	0.883	31.528	80.841%	5.725	46.901%	0.62129	0.869
7704860f-b411-4fde-a4de-9f54361440a5	88	0.808	67.05	76.193%	9.092	58.935%	0.54355	0.69
7705ab11-67a4-425e-a12f-785d5d07c7e1	2437	0.992	456.506	18.732%	112.569	12.879%	0.05161	0.991
770855e5-f887-49d9-ae8e-ef3706b8b93c	219	0.961	92.082	42.047%	12.954	28.59%	0.25554	0.949
770aa02e-f3a3-45d3-a774-6006ad8e4741	66	0.826	49.049	74.317%	6.383	56.418%	0.53986	0.715
7716f8f6-bab0-49e1-9e41-6794527221e4	33	0.693	38.426	116.442%	5.479	72.571%	1.17266	0.597
7723edf0-484d-4de1-9ec1-d4bb0f6e7e60	7	0.475	10.591	151.3%	2.331	88.104%	2.34878	0.406
772d0e52-fae9-40e4-9f71-17c190e05c4d	21	0.846	16.991	80.91%	4.254	54.467%	0.70179	0.834
772f4551-5ab8-4953-a05a-d5a592942c4c	88	0.916	49.924	56.732%	7.751	44.455%	0.56113	0.891
772f526f-f372-485c-a15b-4837826c1446	395	0.905	190.995	48.353%	25.765	43.043%	0.20449	0.824
77339f88-7048-4fdc-8572-4655ac6d81b3	29	0.781	25.999	89.652%	4.007	62.579%	0.78264	0.71
77386e4e-8e68-4074-b043-3f083522e990	56	0.773	48.082	85.861%	6.237	65.025%	0.85323	0.63
773c8e04-1989-4785-b0a7-9df35e28befa	36	0.847	33.608	93.356%	5.301	55.267%	1.18754	0.82
773caf33-5d98-4262-be27-9bbe6e766dcb	46	0.897	37.413	81.333%	6.037	44.265%	0.67496	0.883
773de9d7-3e1f-46c2-912f-d6118071077f	23	0.867	17.463	75.926%	3.703	49.931%	1.21746	0.851
7743bc37-1b63-4f27-a476-c3353b0c60f9	233	0.937	105.835	45.423%	18.331	34.861%	0.33708	0.921
77445403-4f27-4b40-9daa-62e11c7b8e02	27	0.712	28.262	104.674%	4.445	73.075%	1.13718	0.63
774844a8-53fb-4be5-ad7e-6d1029ba680c	14	0.688	16.398	117.129%	2.911	72.775%	1.38232	0.63
774f5f8d-8cda-4819-bb88-3a3620cd38d9	165	0.966	62.92	38.133%	14.358	25.867%	0.3341	0.963
775cd0b3-26b5-4695-821e-e22af1248c3c	58	0.726	54.957	94.753%	8.062	69.131%	0.84673	0.608
775f574b-5e24-4c70-8a57-d4a40ca880a0	70	0.759	66.075	94.393%	9.526	68.393%	0.91567	0.67
775fad45-bb96-4fc3-8900-d579e69e6f0d	67	0.971	25.204	37.618%	5.635	23.834%	0.41516	0.969
7761db36-d342-43bd-b679-62e811ff18ed	663	0.985	184.624	27.847%	28.562	17.676%	0.13252	0.982
77634860-95b9-490b-b121-bb75f2aaeefe	185	0.891	94.062	50.844%	12.437	45.383%	0.26589	0.78
77642057-5a46-4868-b6c1-4f3f8c09daec	13	0.696	13.846	106.508%	2.98	72.276%	1.61083	0.653
7764ff75-9297-45c9-a757-42e281a2c539	295	0.897	147.263	49.92%	19.777	44.706%	0.23516	0.802
776524ad-c974-437c-ba40-f9ce46cf5635	19	0.679	20.087	105.721%	4.177	87.096%	2.05008	0.627
77666ce0-8c52-4a60-b0f7-d3b4102984da	9	0.722	10.26	114.0%	2.507	69.532%	1.7247	0.699
776676c3-d7f5-4ebe-b640-62663fb3b1ba	58	0.812	48.494	83.61%	6.194	58.528%	0.66533	0.711
7767798b-106a-422f-92c5-81a5363ee829	9	0.64	11.056	122.844%	2.308	76.933%	1.50953	0.591
77723fdf-356c-4668-8d36-fc96bf544e4a	97	0.901	52.767	54.399%	14.906	44.64%	0.45346	0.891
77794915-1c63-4dfe-97fb-9c7a4abbcef4	12	0.7	14.17	118.083%	3.033	71.488%	1.38758	0.667
7779c8a3-66de-49de-b183-949964afedbf	100	0.822	68.911	68.911%	8.834	57.262%	0.49788	0.655
777b5ead-ecbb-4e6a-b685-4f59b5a69f1c	64	0.885	39.827	62.23%	5.483	47.016%	0.48034	0.829
777f9681-934c-4864-9511-200e0ee796e6	15	0.719	17.261	115.073%	3.254	71.008%	1.84289	0.679
7782d47c-3790-42a3-8ac8-121f936be313	5652	0.99	1337.047	23.656%	271.398	14.657%	0.10746	0.989
778ba8fe-8d7c-4655-a939-af1d9a60788e	340	0.917	154.757	45.517%	20.256	40.097%	0.23417	0.836
77953c8a-4724-427e-a550-05e69bf644f3	13	0.583	16.784	129.108%	2.943	81.624%	1.54059	0.489
779b5315-c9c5-429c-9268-d8801699cec3	69	0.886	46.095	66.804%	7.682	46.665%	0.4736	0.859
779d6146-6176-4114-9f4c-2f7281946935	454	0.993	93.471	20.588%	19.366	12.415%	0.12045	0.992
779d8814-9695-43ad-80fc-807bf460d01a	72	0.638	74.26	103.139%	9.583	78.772%	0.8753	0.349
77a22f47-15f1-4829-9985-209d5e9d546e	214	0.82	141.875	66.297%	19.115	58.004%	0.42709	0.66
77af0fde-6cf6-43f9-81e4-0072fa296958	2371	0.987	527.084	22.23%	134.065	16.716%	0.08984	0.986
77b09053-1672-4ff5-8847-0542c43dab84	20	0.646	26.276	131.38%	4.064	76.802%	1.66129	0.564
77b173d1-80ca-429a-8e8c-eccf2d0bc4e1	7	0.514	9.115	130.214%	2.312	87.385%	2.75745	0.46
77b59a29-67a2-4dcb-b93e-b0ac89f82f79	34	0.795	36.258	106.641%	6.312	60.737%	1.01754	0.766
77b65ab4-b723-4653-8e78-c64f18baf842	28	0.828	22.813	81.475%	4.785	57.192%	1.00558	0.804
77b7d96d-8e37-42d2-81bb-cbae37d416c9	139	0.855	84.847	61.041%	11.044	52.004%	0.37964	0.721
77b926d5-9bcc-4553-996b-46d76faa8a71	131	0.948	69.764	53.255%	9.395	31.797%	0.39093	0.934
77ba3a52-db42-4aa2-bac3-cbd59adddfc3	1	0.306	1.919	191.9%	0.968	96.8%	3.20831	0.361
77bccbde-b0b4-4f60-befd-02548866b2f4	26	0.75	28.674	110.285%	4.5	66.349%	1.39266	0.697
77bec40e-f5ad-4f44-bd06-225a669eecb2	66	0.803	52.504	79.552%	7.219	61.452%	0.76149	0.7
77c15f2b-f4f0-4360-9c1f-7cb5bad36494	509	0.979	156.987	30.842%	24.122	22.304%	0.14847	0.974
77c1d2bf-75f3-42a3-ace6-9998e9bc0daf	3	0.649	4.869	162.3%	1.831	81.885%	2.47364	0.654
77c2753b-18b9-426d-8105-dec4498bf270	67	0.816	53.768	80.251%	7.608	59.228%	0.71027	0.737
77c54516-376d-4b21-bb6a-deedbb2b727f	55	0.748	48.843	88.805%	6.538	67.078%	0.78631	0.594
77d073c4-b27d-40ac-88ff-7fb50917264c	2724	0.967	1111.344	40.798%	191.947	25.688%	0.19524	0.962
77d6c8fd-64df-4df9-b852-d2c036983b6d	36	0.825	30.765	85.458%	5.086	57.588%	1.05638	0.786
77dda98e-a42a-4ae8-9fb8-d230530f551f	103	0.937	66.102	64.177%	9.243	35.264%	0.45815	0.924
77e1480f-243c-48e5-b097-7bcf57329086	158	0.856	91.427	57.865%	11.788	51.995%	0.34409	0.687
77e4c046-4c55-45cd-9651-108fc9b52e26	56	0.736	48.091	85.877%	6.852	67.845%	0.74503	0.575
77e598a9-eee9-4315-8d24-dbbab7c98406	54	0.907	43.975	81.435%	6.865	43.075%	0.74599	0.894
77ea44b7-e775-41f1-8f32-208627356cee	26	0.884	20.585	79.173%	3.435	46.744%	0.82771	0.865
77eb60cc-3c2d-4875-b4a6-a7064ce0877e	2	0.655	2.22	111.0%	1.069	75.59%	2.50628	0.646
77eff4e5-76ef-4da2-a699-a64282ca3b5d	519	0.997	142.679	27.491%	27.052	13.47%	0.23346	0.997
77f1d6d9-1ecd-4078-944c-ddc05703d9ae	411	0.966	147.94	35.995%	24.863	26.215%	0.17991	0.958
77f88a5b-79af-4ecd-9365-d238a4173488	28	0.781	31.265	111.661%	4.854	62.665%	1.16892	0.741
780029db-e6ce-4be3-abd2-e6e2e115affc	10	0.47	15.965	159.65%	3.088	89.143%	2.15895	0.39
78010877-87f2-46da-9f2d-0a4f5e02288c	153	0.875	91.176	59.592%	12.084	48.648%	0.36063	0.783
7804effc-8ac6-4486-be2b-808ad512f244	17	0.866	16.182	95.188%	3.88	52.318%	1.37071	0.86
780bb87a-6219-4fb7-a46d-9144a82f2862	2537	0.979	964.824	38.03%	179.777	21.929%	0.20716	0.977
780e36e4-fcf4-476e-8937-b960d6461b15	137	0.821	82.835	60.464%	11.522	57.253%	0.39055	0.616
780fe289-c386-4c62-8707-f920f1bb9811	74	0.892	57.529	77.742%	8.869	46.744%	0.55471	0.873
78182c09-7364-41da-9856-183ee5c0ee14	66	0.925	38.183	57.853%	6.385	38.433%	0.55647	0.91
78241b89-8fcc-47af-bd08-51cd2c22176c	126	0.931	88.276	70.06%	12.902	36.758%	0.522	0.92
78271628-3f5a-4b99-a1e4-ccfd1fbdc2f8	99	0.84	72.497	73.229%	10.142	54.289%	0.56741	0.765
782b9bd8-2005-45cb-8c02-82d111d48150	47	0.795	40.367	85.887%	5.704	61.869%	0.80408	0.711
7830f31c-615b-48d7-acd5-66acebbdcfa7	16	0.76	16.761	104.756%	3.521	69.052%	1.73648	0.732
7832abd0-60a1-4bef-b309-d7a978df25b6	48	0.601	53.623	111.715%	8.014	82.658%	1.33984	0.425
78333a0f-2bd0-4d4f-b726-2dfa75fcc9de	87	0.893	66.037	75.905%	9.535	45.928%	0.57421	0.869
7835c192-f7db-47a6-85ed-16d3d6ddf077	80	0.773	67.534	84.418%	9.16	63.513%	0.63466	0.638
7836f0b9-d868-418c-8459-f3164d967991	86	0.871	68.94	80.163%	13.254	56.311%	0.91769	0.854
7839c553-bb62-4ab9-9c95-ba8ec89c906c	11	0.66	12.429	112.991%	2.524	76.101%	1.60085	0.605
783ca049-e36b-455d-8c64-cf2314978145	68	0.815	55.234	81.226%	8.073	57.961%	0.61876	0.744
783cf5c4-42e6-440c-9ad3-1672b7e0ebc3	137	0.847	92.648	67.626%	13.392	53.827%	0.47007	0.77
7843e728-f603-4ddf-9830-2deca3edb95d	38	0.669	38.427	101.124%	5.999	74.988%	0.98833	0.536
78457dc2-2f56-4753-a4cb-0bb5f57aa537	3	0.684	3.822	127.4%	1.291	74.536%	1.83874	0.674
784780f6-a9b2-4b07-8dca-0f510b77e8fe	1	0.481	1.757	175.7%	0.906	90.6%	2.10733	0.483
